Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Negative_Feature_Count
443,36580557,72,88,3142,189527,485,0,43.6388888889,126.1765257465,5792,0,2153.7159090909,1275.9444367687,5266.978302162,4.3739082486,230066.396226415,2664033.57543822,33583933,-1,36580557,515219.112676056,3983729.64689856,33583933,1,2969819,34135.8505747126,154404.608542164,998931,1,0,2316,2824,1.9682587119,2.4056495367,0,5792,1196.701863354,1415.3762964523,2003290.06055901,0,0,0,1,0,0,0,1,1204.18125,43.6388888889,2153.7159090909,2316,72,3142,88,189527,65535,1140,11,32,2996577.0,0.0,2996577,2996577,33583933.0,0.0,33583933,33583933,BENIGN,1
443,67847815,174,283,6981,365899,918,0,40.1206896552,110.2525337031,3778,0,1292.9293286219,780.3153358461,5495.8291582419,6.7356627476,148789.067982456,2767716.25917092,58905852,-1,67847815,392183.901734104,4496673.20439258,58972873,1,67606976,239741.04964539,3521307.37774257,58943432,0,0,3492,5672,2.5645630593,4.1710996883,0,3778,814.1484716157,867.0890230935,751843.373969213,0,0,0,1,0,0,0,1,815.9299781182,40.1206896552,1292.9293286219,3492,174,6981,283,365899,8192,516,173,20,8704214.0,0.0,8704214,8704214,58905852.0,0.0,58905852,58905852,BENIGN,1
443,118111064,629,898,8658,1568889,1134,0,13.7647058824,70.0273283378,4380,0,1747.0924276169,810.4604753367,13356.4709907278,12.9285093901,77399.124508519,2115946.22075888,58828311,-1,118111064,188074.942675159,3298325.59728634,58828311,1,118033175,131586.594202899,2761784.12439324,58922253,1,0,12592,17972,5.3254960094,7.6030133807,0,4380,1032.4260471204,1056.5798704723,1116361.02268718,0,0,0,1,0,0,0,1,1033.1021611002,13.7647058824,1747.0924276169,12592,629,8658,898,1568889,8192,194,628,20,542435.5,634718.138676137,991249,93622,58466309.0,511948.138006185,58828311,58104307,BENIGN,1
80,119206413,21,17,1756,3184,439,0,83.619047619,176.6421456478,796,0,187.2941176471,348.0409036137,41.4407234953,0.3187747961,3221794.94594595,4634629.75476964,10216531,-1,119182700,5959135.0,4875266.11097054,10240042,194,119182555,7448909.6875,4283238.68780267,10240248,1097,0,680,552,0.1761650189,0.1426097772,0,796,126.6666666667,265.5488193131,70516.1754385965,0,0,0,1,0,0,0,0,130.0,83.619047619,187.2941176471,680,21,1756,17,3184,29200,292,4,32,649815.181818182,2068215.68964752,6885678,23511,10184975.7272727,71328.693875734,10216531,10010327,BENIGN,1
443,1407585,12,9,534,4180,201,0,44.5,70.6675957629,1418,0,464.4444444444,610.1827822692,3348.9984619046,14.9191700679,70379.25,255440.708881085,1153201,-1,1407585,127962.272727273,341016.751972126,1153200,20,180681,22585.125,29587.9399777173,77960,48,0,404,296,8.5252400388,6.3939300291,0,1418,214.2727272727,435.8121244208,189932.207792208,0,0,0,1,0,0,0,0,224.4761904762,44.5,464.4444444444,404,12,534,9,4180,29200,340,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,119173647,578,1386,26428,2583295,1678,0,45.723183391,237.5120163314,4388,0,1863.8492063492,876.9242826273,21898.4906956821,16.480153536,60709.9577177789,1877380.62152641,58877183,-1,119173647,206540.116117851,3462168.41493723,58877183,2,119158246,86034.8346570397,2236468.02210309,58949413,1,0,18504,44360,4.8500655518,11.6300879841,0,4388,1328.103307888,1116.3724148554,1246287.36864995,0,0,0,1,0,0,0,2,1328.7795315682,45.723183391,1863.8492063492,18504,578,26428,1386,2583295,29200,413,60,32,739336.0,943335.600431787,1406375,72297,58831928.0,64000.2347651944,58877183,58786673,BENIGN,1
80,589653,4,5,26,11607,20,0,6.5,9.433981132,4380,6,2321.4,2191.655037,19728.55222,15.26321413,73706.625,208164.4004,588887,-1,654,218.0,323.8471862,590,-1,588957,147239.25,294431.834,588887,3,0,104,100,6.783650723,8.479563404,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,1,0,0,1,1292.555556,6.5,2321.4,104,4,26,5,11607,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,2
443,42939610,15,14,965,19121,485,0,64.3333333333,136.8876842351,3053,0,1365.7857142857,1070.6144302417,467.7732284946,0.6753671028,1533557.5,8080046.52225758,42762098,-1,42939610,3067115.0,11425016.7429092,42762101,1,154162,11858.6153846154,27473.0043756244,96715,70,0,492,456,0.3493278118,0.326039291,0,3053,669.5333333333,980.7132778408,961798.533333334,0,0,0,1,0,0,0,0,692.6206896552,64.3333333333,1365.7857142857,492,15,965,14,19121,65535,972,6,32,177396.0,0.0,177396,177396,42762098.0,0.0,42762098,42762098,BENIGN,1
443,621768,32,44,919,79316,424,0,28.71875,82.4363818739,4380,0,1802.6363636364,910.5874181476,129043.308758251,122.2320865661,8290.24,27458.6950364321,102805,-1,621651,20053.2580645161,41002.1620966242,107652,125,520977,12115.7441860465,33122.6841900956,108462,2,0,652,892,51.466141712,70.765944854,0,4380,1042.012987013,1119.5825172746,1253465.01298701,0,0,0,1,0,0,0,1,1055.7236842105,28.71875,1802.6363636364,652,32,919,44,79316,8192,62,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,140997,10,5,1124,479,885,0,112.4,275.1868859925,341,0,95.8,149.5299301143,11369.0362206288,106.3852422392,10071.2142857143,15124.1397475822,36949,-1,140997,15666.3333333333,21382.9615699042,55875,3,97278,24319.5,18225.1597981106,39744,3,0,332,168,70.9234948261,35.4617474131,0,885,100.1875,228.4166423446,52174.1625,0,0,0,1,0,0,0,0,106.8666666667,112.4,95.8,332,10,1124,5,479,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,116257139,952,1357,8390,2377553,458,0,8.8130252101,42.2207746902,5840,0,1752.0655858511,689.6423847558,20522.9805285334,19.8611459035,50371.3773830156,695952.892679409,10016855,-1,116257139,122247.25446898,1083486.53176045,10046352,1,111466124,82202.1563421829,900166.187443849,10047112,3,0,22028,27284,8.1887444349,11.6724014686,0,5840,1032.8757575758,1008.3965096727,1016863.52071997,0,0,0,1,0,0,0,1,1033.323083586,8.8130252101,1752.0655858512,22028,952,8390,1357,2377553,8192,156,703,20,130716.636363636,335468.495510464,1142192,29392,10002492.4545455,6555.8354214188,10016855,9990604,BENIGN,1
443,-1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,-12000000.0,-2000000.0,-1.0,0.0,-1,-1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,254,116,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,6
80,119922717,209916,280292,1246041,617658527,1460,0,5.9359029326,9.1145550681,4380,6,2203.625244388,830.403019865,5160861.79068141,4087.6992471743,244.63689217,2451.8088737894,475985,-2,119922713,571.2917752424,3751.1074421277,476080,0,119922509,427.8500165899,3660.6284664164,498301,0,0,4401888,5605840,1750.4273189541,2337.2719282202,0,4380,1262.535016697,1255.743049647,1576890.60673677,0,0,0,0,1,0,0,1,1262.5375922058,5.9359029326,2203.625244388,4401888,209916,1246041,280292,617658527,1025,1026,200511,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,93103794,997,1044,22843,1958659,724,0,22.9117352056,66.007196826,4380,0,1876.1101532567,1099.6209816527,21282.7202294248,21.921770449,45639.1147058824,1408680.90832177,45001316,-1,93080832,93454.6506024097,2015957.45300489,45024082,0,93080685,89243.2262703739,1970587.12508916,45024278,1,0,25356,20916,10.7084787544,11.2132916946,0,4380,970.3731635651,1215.9899521655,1478631.56376745,0,0,0,1,0,0,0,1,970.8486036257,22.9117352056,1876.1101532567,25356,997,22843,1044,1958659,8192,330,719,20,1542215.5,2148826.09024102,3061665,22766,44998200.5,4405.9823535734,45001316,44995085,BENIGN,1
443,-1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,-12000000.0,-2000000.0,-1.0,0.0,-1,-1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,255,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,6
443,8557488,175,203,2250,264086,805,0,12.8571428571,89.7517466475,4104,0,1300.9162561576,887.5995874299,31123.1520277913,44.1718410823,22698.9071618037,170746.576207222,3011326,-1,5546162,31874.4942528736,106040.918850162,927219,0,8271610,40948.5643564356,238287.970567865,3011396,0,0,6952,6508,20.449926427,23.7219146553,0,4104,702.7335092348,915.7114418133,838527.444667812,0,0,0,1,0,0,0,1,704.5925925926,12.8571428571,1300.9162561576,6952,175,2250,203,264086,29200,63893,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,118626716,53,54,1988,63119,517,0,37.5094339623,121.2783864696,2896,0,1168.8703703704,1049.3448458541,548.8392682134,0.9019890595,1119119.96226415,3087728.48813551,10025040,-11,118626716,2281283.0,4125742.80353684,10048015,1,113410593,2139822.50943396,4088847.68235132,10048241,1,0,1704,1736,0.4467796276,0.4552094319,0,2896,602.8425925926,935.9270896002,875959.517047421,0,0,0,1,0,0,0,1,608.476635514,37.5094339623,1168.8703703704,1704,53,1988,54,63119,29200,294,6,32,267178.666666667,845578.811923561,2952252,22959,9618379.41666667,1393713.65241955,10025040,5192835,BENIGN,1
80,119999835,210084,279279,1267062,624746409,4380,0,6.031216085,12.7631472378,5840,6,2236.9974434168,836.7757675551,5216786.09808088,4078.0306072921,245.216904868,2728.4481096202,485414,-12,119999765,571.2016917123,4176.6415495308,485414,0,119999636,429.6780842028,4050.1121884067,515516,0,0,4302516,5585580,1750.7024072158,2327.3282000763,0,5840,1279.2478625318,1272.4436053762,1619112.72886288,0,0,0,0,1,0,0,1,1279.25047664,6.031216085,2236.9974434168,4302516,210084,1267062,279279,624746409,1026,1023,203588,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,30185540,8,7,928,3791,576,0,116.0,200.3397114903,3327,0,541.5714285714,1232.6820159234,156.3331316915,0.4969266742,2156110.0,8014854.86123978,30002819,-1,30185537,4312219.57142857,11328508.6833758,30002819,120,30149253,5024875.5,12236743.4863595,30002973,1,0,172,152,0.2650275596,0.2318991146,0,3327,294.9375,823.2827354561,677794.4625,0,0,0,1,0,0,0,0,314.6,116.0,541.5714285714,172,8,928,7,3791,8192,62,7,20,182718.0,0.0,182718,182718,30002819.0,0.0,30002819,30002819,BENIGN,1
80,119860829,142715,189636,860968,421866119,365,0,6.0327786147,9.4692062936,7300,0,2224.609878926,834.5316396369,3526815.97922204,2772.8074532173,360.6463938619,13119.6474389776,4064704,-11,119860829,839.8673500848,20048.9666368006,4064704,0,119838463,631.9427479104,18027.4212247847,4137615,1,0,2936900,3792732,1190.6725590894,1582.1348941279,0,7300,1271.9258105863,1266.2619458706,1603419.31556007,0,0,0,1,0,0,0,1,1271.9296376421,6.0327786147,2224.609878926,2936900,142715,860968,189636,421866119,8192,1022,137607,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,73021810,27,24,8780,4744,719,0,325.1851851852,339.5554828389,317,0,197.6666666667,155.3586780343,185.2049408252,0.6984214716,1460436.2,3456441.24347051,10007400,-1,63151591,2428907.34615385,4217790.64727221,10035527,602,72993289,3173621.26086957,4618171.39373129,10035771,5,0,588,564,0.3697525438,0.3286689278,0,719,260.0769230769,273.9850322342,75067.7978883861,0,0,0,1,0,0,0,0,265.1764705882,325.1851851852,197.6666666667,588,27,8780,24,4744,8192,105,23,20,571848.833333333,1331406.51892281,3289571,28127,9953416.33333333,113684.891018405,10007400,9721552,BENIGN,1
443,113636249,120,167,4356,311018,3036,0,36.3,277.1575288501,4380,0,1862.3832335329,1040.985496563,2775.2939997166,2.5256025478,397329.541958042,3995248.65652995,44999044,-1,113612984,954730.957983193,6167117.79846273,45022099,1,113612422,684412.180722892,5236343.87841568,45022309,0,0,2412,3376,1.0560010653,1.4696014825,0,4380,1095.0486111111,1214.1301403181,1474111.99762873,0,0,0,1,0,0,0,1,1098.8641114983,36.3,1862.3832335329,2412,120,4356,167,311018,8192,300,119,20,92242.6666666667,80063.6098757315,179940,23055,37778752.0,12502298.8395804,44999044,23342341,BENIGN,1
80,72076,6,4,1799,270,1448,0,299.8333333333,579.74215533,270,0,67.5,135.0,28705.8105333259,138.7424385371,8008.4444444445,11563.7583003009,23501,-1,72076,14415.2,12575.2828477136,23792,551,47987,15995.6666666667,13516.7574637312,24232,396,0,204,136,83.2454631223,55.4969754148,0,1448,188.0909090909,436.3077937753,190364.490909091,0,0,0,1,0,0,0,0,206.9,299.8333333333,67.5,204,6,1799,4,270,65535,1086,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,118004438,328,437,2815,965341,279,0,8.5823170732,21.9069325209,4380,0,2209.0183066362,955.5391266714,8204.4032954083,6.482807028,154456.070680628,2994996.83995458,59028074,-1,118004438,360869.840978593,4573791.00392589,59028074,3,117980662,270597.848623853,3964828.72034206,59051726,1,0,6596,8752,2.7795564774,3.7032505506,0,4380,1263.9112271541,1307.1276617589,1708582.72413522,0,0,0,1,0,0,0,1,1265.5633986928,8.5823170732,2209.0183066362,6596,328,2815,437,965341,8192,292,325,20,305688.0,78828.2639666763,361428,249948,58574051.0,642085.48422932,59028074,58120028,BENIGN,1
80,119999876,219759,291922,1323378,655453030,367,0,6.0219513194,8.349882546,8760,6,2245.3019299676,839.7971782794,5473142.3889138,4264.0127394798,234.521333646,2423.4083753466,476635,-11,119999776,546.0541868783,3712.9640907288,476635,0,119977276,410.9922753074,3645.4798027817,498814,1,1,4480016,5838440,1831.3268923711,2432.6858471087,0,8760,1283.5643485602,1277.1263155445,1631051.6258563,0,1,0,0,1,0,0,1,1283.5668570848,6.0219513194,2245.3019299676,4480016,219759,1323378,291922,655453030,1648,1026,213557,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,74739721,191629,224490,1041873,627047905,341,0,5.4369276049,2.3893084307,13140,0,2793.2108557175,1634.6834099031,8403694.44247725,5567.5749712793,179.6118432752,3698.7883673842,1178107,-1,74739629,390.0245736531,5465.4425814705,1178200,0,74724599,332.865302977,5244.1265861188,1206633,0,0,4052004,4489812,2563.9512355151,3003.6237357643,0,13140,1509.3957944824,1836.4129533562,3372412.53525437,0,0,0,1,0,0,0,1,1509.3994218,5.4369276049,2793.2108557174,4052004,191629,1041873,224490,627047905,8192,1080,173383,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,118842732,27,22,3006,7018,995,0,111.3333333333,268.6908432209,1418,0,319.0,506.6338961833,84.3467651013,0.4123096059,2475890.25,4278864.98074112,10011657,-1,118805397,4569438.34615385,4977224.7450301,10047959,2,118806458,5657450.38095238,4956785.44023843,10050270,4,0,872,712,0.2271910074,0.1851185986,0,1418,200.48,399.7728559151,159818.336326531,0,0,0,1,0,0,0,0,204.5714285714,111.3333333333,319.0,872,27,3006,22,7018,29200,408,6,32,122063.583333333,294133.119521033,1056056,36228,9778386.16666667,805126.288735538,10011657,7221769,BENIGN,1
80,90426571,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,128.9112246,0.132704357,8220597.364,25700000.0,85500000,-1,90400000,12900000.0,32100000.0,85500000,244,29442,9814.0,11340.24025,22534,761,0,172,92,0.088469572,0.044234786,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,971.9166667,7.0,2900.25,172,8,56,4,11601,256,229,6,20,4878564.0,0.0,4878564,4878564,85500000.0,0.0,85500000,85500000,DDoS,1
443,117772114,98,129,3467,204865,517,0,35.3775510204,113.8684822215,4344,0,1588.1007751938,1062.6034497062,1768.9416698422,1.9274511791,521115.548672566,2184691.51096964,10025048,-1,117772114,1214145.50515464,3222953.99025959,10048039,1,112264100,877063.28125,2822756.55553478,10048242,1,0,3144,4136,0.832115487,1.0953356921,0,4344,913.7368421053,1112.3934195554,1237419.11987016,0,0,0,1,0,0,0,1,917.7621145374,35.3775510204,1588.1007751938,3144,98,3467,129,204865,29200,302,10,32,171009.416666667,512411.677333844,1798135,22983,9643329.16666667,1309585.06098235,10025048,5484909,BENIGN,1
80,43258002,9,7,3623,821,1448,0,402.5555555556,612.3240790446,551,0,117.2857142857,216.1054636713,102.7324378042,0.3698737635,2883866.8,10504595.1434953,40797707,-1,43258002,5407250.25,14321294.9793581,40797707,347,2436890,406148.333333333,942758.416248758,2330439,2796,0,300,232,0.208053992,0.1618197715,0,1448,261.4117647059,479.1119465771,229548.257352941,0,0,0,1,0,0,0,0,277.75,402.5555555556,117.2857142857,300,9,3623,7,821,65535,1267,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,65754646,12,12,1151,6809,743,0,95.9166666667,215.8637863154,1460,0,567.4166666667,627.3287464006,121.056084767,0.3649932204,2858897.65217391,9772081.62555997,44995273,-1,65754647,5977695.18181818,13776696.089309,44995278,472,65704108,5973100.72727273,13788152.2859998,45045762,49,0,252,264,0.1824966102,0.1824966102,0,1460,318.4,511.5743673537,261708.333333333,0,0,0,1,0,0,0,1,331.6666666667,95.9166666667,567.4166666667,252,12,1151,12,6809,8192,116,11,20,142281.5,129814.198424132,234074,50489,30234728.5,20874562.2199116,44995273,15474184,BENIGN,1
443,-1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,-2000000.0,-1.0,0.0,-1,-1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,32,1,0,1,0,32832,362,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,5
443,5313639,10,10,941,7190,587,0,94.1,185.285635349,2920,0,719.0,957.9375994523,1530.2130987822,3.7638989024,279665.210526316,1107773.77377917,4850611,-1,5313636,590404.0,1598790.09138661,4850611,48,5290163,587795.888888889,1656375.65249406,5000579,4,0,212,208,1.8819494512,1.8819494512,0,2920,387.1904761905,730.6739778484,533884.461904762,0,0,0,1,0,0,0,1,406.55,94.1,719.0,212,10,941,10,7190,8192,25,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,21039353,17,13,1555,14453,429,0,91.4705882353,155.2232737249,4235,0,1111.7692307692,1181.1126219125,760.8598990663,1.4258993611,725494.931034483,2570546.95723375,10006262,-1,21039353,1314959.5625,3405626.10353591,10071960,3,20636657,1719721.41666667,3900249.91822033,10071966,72,0,552,424,0.8080096379,0.6178897231,0,4235,516.3870967742,914.1507052056,835671.511827957,0,0,0,1,0,0,0,0,533.6,91.4705882353,1111.7692307692,552,17,1555,13,14453,29200,34,6,32,315998.0,353977.654661986,566298,65698,10002338.5,5548.6669119708,10006262,9998415,BENIGN,1
80,57067504,6136,7671,38718,16122708,746,0,6.3099739244,36.2502225597,8760,0,2101.7739538522,863.4882136895,283198.403070161,241.9415434745,4133.5291902072,267430.427048412,30100406,-1,26967066,4395.6097799511,115201.895855925,5973099,0,57049632,7438.0224250326,359187.252739706,30100406,1,0,141308,153432,107.5217868299,134.4197566447,0,8760,1170.4393105446,1224.3595030622,1499056.19273863,0,0,0,1,0,0,0,1,1170.5240819874,6.3099739244,2101.7739538522,141308,6136,38718,7671,16122708,8192,201,4627,20,54522.5,51100.4857560082,90656,18389,5513602.5,649826.182162969,5973099,5054106,BENIGN,1
443,113531882,266,420,20824,811464,517,0,78.2857142857,155.4123946116,4344,0,1932.0571428572,905.2324806271,7330.8746876935,6.0423555737,165739.973722628,1217332.25909887,10024884,-1,113508652,428334.535849057,1934612.32483905,10047940,3,113508584,270903.54176611,1552529.9791114,10050167,1,0,8520,13448,2.3429542021,3.6994013717,0,4344,1211.4818049491,1152.3025671676,1327801.20630111,0,0,0,1,0,0,0,1,1213.2478134111,78.2857142857,1932.0571428572,8520,266,20824,420,811464,29200,2714,55,32,1330406.5,4132467.52697329,13091615,23000,10020458.7,8177.332736154,10024884,10001816,BENIGN,1
443,32916243,42,30,8008,10623,588,0,190.6666666667,251.6560434952,1460,0,354.1,379.0344675438,566.0123483716,2.1873699255,463609.056338028,2016982.3803485,10203084,-1,23298978,568267.756097561,2212306.50398479,10240012,1,32879827,1133787.13793103,3073748.66144241,10239884,3,0,860,612,1.2759657899,0.9114041356,0,1460,255.2191780822,318.3373143981,101338.645738204,0,0,0,1,0,0,0,0,258.7638888889,190.6666666667,354.1,860,42,8008,30,10623,29200,90,41,20,996669.0,1662431.02659058,2916279,36800,9975410.66666667,343366.973954009,10203084,9580461,BENIGN,1
443,116271907,238,341,26633,444732,400,0,111.9033613445,173.0860225792,4344,0,1304.1994134897,779.7631964066,4053.9887248947,4.9797067489,201162.468858131,1369528.4017581,10024923,-1,116248868,490501.552742616,2112635.31585303,10047952,67,116248725,341908.014705882,1777473.32093303,10048132,2,0,7624,10920,2.0469260902,2.9327806587,0,4344,812.6982758621,845.339412471,714598.722276815,0,0,0,1,0,0,0,1,814.1018998273,111.9033613445,1304.1994134897,7624,238,26633,341,444732,29200,3284,71,32,546049.090909091,1734202.05032721,5774865,22986,10022029.8181818,6078.6947746725,10024923,10008676,BENIGN,1
80,116444354,36,43,2285,46891,710,0,63.4722222222,194.557591343,2920,0,1090.488372093,886.8254880697,422.3133051174,0.6784356415,1492876.33333333,3529994.50512925,10083749,-1,116444354,3326981.54285714,4704422.87648174,10114915,195,110963631,2641991.21428571,4464839.10885966,10114788,46,0,744,1004,0.3091605455,0.369275096,0,2920,614.7,837.4673755218,701351.605063291,0,0,0,1,0,0,0,1,622.4810126582,63.4722222222,1090.488372093,744,36,2285,43,46891,8192,131,34,20,71440.5454545455,133923.810373185,475236,30998,10016238.8181818,28044.8739017244,10083749,9999572,BENIGN,1
443,117908038,33,36,1597,31726,370,0,48.3939393939,108.290390673,2920,0,881.2777777778,944.6021569532,282.6185607465,0.5852018333,1733941.73529412,3729309.58332394,10189498,-1,117908038,3684626.1875,4774738.56181283,10212605,4,113593519,3245529.11428571,4713824.97518447,10212785,48,0,672,864,0.2798791377,0.3053226956,0,2920,476.0428571429,796.5355134729,634468.824223603,0,0,0,1,0,0,0,1,482.9420289855,48.3939393939,881.2777777778,672,33,1597,36,31726,8192,1047,32,20,268875.909090909,814047.057623017,2723319,23069,10057881.8181818,72241.6147103843,10189498,9967575,BENIGN,1
80,119993937,217797,289585,1288022,639650620,1460,0,5.9138647456,8.999906156,5840,6,2208.8527375382,830.4781477243,5341425.22550952,4228.3969730904,236.4967095733,2222.2486520681,262718,-5,119993900,550.946298371,3398.0895880254,262718,0,119993718,414.3658420355,3362.8760961451,305948,0,0,4617240,5791700,1815.0667062453,2413.3302668451,0,5840,1263.2273883831,1258.0220653461,1582619.51689754,0,0,0,0,1,0,0,1,1263.22987808,5.9138647456,2208.8527375382,4617240,217797,1288022,289585,639650620,1026,1025,207409,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,303374,12,10,588,6308,186,0,49.0,68.4384262079,1551,0,630.8,737.4246176164,22731.0184788413,72.5177503675,14446.380952381,31241.1768752014,139856,-1,303374,27579.4545454545,45938.1626283935,159487,3,100560,11173.3333333333,18796.4855092648,54192,3,0,252,212,39.5551365641,32.9626138034,0,1551,299.8260869565,559.4630260083,312998.877470356,0,0,0,1,0,0,0,0,313.4545454545,49.0,630.8,252,12,588,10,6308,8192,62,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,80910933,8,5,56,11601,20,0,7.0,5.656854249,7300,0,2320.2,3022.508098,144.0720008,0.160670499,6742577.75,22600000.0,78400000,-1,80800000,11500000.0,29500000.0,78400000,3,144219,36054.75,57334.80104,120470,152,0,172,112,0.098874153,0.061796346,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,897.1538462,7.0,2320.2,172,8,56,5,11601,256,229,6,20,2382958.0,0.0,2382958,2382958,78400000.0,0.0,78400000,78400000,DDoS,1
443,119060848,191,268,7273,467903,826,0,38.0785340314,137.3512175332,4373,0,1745.9067164179,963.4154184043,3991.0349034302,3.855171601,259958.183406114,1565986.34109913,10218265,-1,119037580,626513.578947368,2393255.70580002,10240034,1,119036403,445829.224719101,2037546.31898679,10249568,1,0,6708,8584,1.6042217337,2.2509498672,0,4373,1032.9913043478,1121.9195268649,1258703.42476082,0,0,0,1,0,0,0,1,1035.2418300654,38.0785340314,1745.9067164179,6708,191,7273,268,467903,29200,1410,15,32,606786.545454545,1927791.79501192,6419288,23102,10214811.6363636,3668.567820628,10218265,10207035,BENIGN,1
80,95940827,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,121.5019754,0.125077096,8721893.364,27000000.0,90000000,-1,94200000,13500000.0,33800000.0,90000000,103,1756988,585662.6667,998225.0902,1738265,184,0,172,92,0.08338473,0.041692365,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,971.9166667,7.0,2900.25,172,8,56,4,11601,256,229,6,20,4164427.0,0.0,4164427,4164427,90000000.0,0.0,90000000,90000000,DDoS,1
80,10433075,6,5,471,2756,447,0,78.5,180.5433465958,1460,0,551.2,751.86780753,309.3047831057,1.0543392049,1043307.5,3148315.89761769,9999931,-1,10433076,2086615.2,4425000.77554204,9999931,84,10217119,2554279.75,4964962.23492851,10000159,205,0,132,112,0.5750941118,0.4792450931,0,1460,268.9166666667,531.9336011765,282953.356060606,0,0,0,1,0,0,0,0,293.3636363636,78.5,551.2,132,6,471,5,2756,8192,123,5,20,433032.0,0.0,433032,433032,9999931.0,0.0,9999931,9999931,BENIGN,1
80,60697450,1083,1056,3547,2355205,241,0,3.2751615882,7.8278616239,4380,0,2230.3077651515,843.5676555861,38860.8088148678,35.2403601799,28389.8269410664,1298556.47722335,60043486,-1,60697450,56097.4584103512,1825361.70473473,60043486,45,550490,521.7914691943,3649.9726606191,88570,1,0,28080,21132,17.8425947054,17.3977654745,0,4380,1102.2205607477,1261.4672152886,1591299.53524793,0,0,0,1,0,0,0,0,1102.7358578775,3.2751615882,2230.3077651515,28080,1083,3547,1056,2355205,8192,946,552,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
